tgDataLogger2 started logging at time 01242019_111032, with 2 sensors on 1 senseable objects.
time,0_rod(strut).X,0_rod(strut).Y,0_rod(strut).Z,0_rod(strut).Euler1,0_rod(strut).Euler2,0_rod(strut).Euler3,0_rod(strut).mass,1_rod(strut).X,1_rod(strut).Y,1_rod(strut).Z,1_rod(strut).Euler1,1_rod(strut).Euler2,1_rod(strut).Euler3,1_rod(strut).mass,
0.1,-0.404645,19.9272,2.4398,-0.40373,0.743854,0.885851,1.49047,-1.53745,20.0133,-1.18938,0.131413,-0.907117,-2.08295,1.51319,
0.2,-1.01568,21.1184,3.00324,-1.41485,-0.382471,0.75224,1.49047,-1.23278,20.0445,-1.93352,-1.8708,-0.188019,-0.573889,1.51319,
0.3,-1.50433,21.5508,3.88707,0.462591,0.814329,1.55664,1.49047,-1.04867,18.8757,-2.99325,-0.112985,-0.942205,-1.78805,1.51319,
0.4,-1.87315,20.3136,4.05703,-0.827942,0.268928,0.863263,1.49047,-0.982574,17.4043,-3.34982,-1.147,-0.784831,-0.906792,1.51319,
0.5,-1.82788,17.5515,3.85435,-1.26171,-0.0736522,0.86859,1.49047,-1.32436,15.4877,-3.33934,-1.70316,-0.197402,-0.563668,1.51319,
0.6,-1.95362,13.7751,3.52941,-2.41896,-0.704143,1.4303,1.49047,-1.4977,12.6228,-3.20845,-1.20723,-0.73952,-0.779155,1.51319,
0.7,-2.19339,10.9386,3.51749,2.48263,-0.357947,2.14592,1.49047,-1.57651,9.04225,-3.10791,-1.20203,-0.713608,-0.771315,1.51319,
0.8,-3.50782,11.8028,3.97251,-0.967756,0.112653,0.96454,1.49047,-1.45738,9.73772,-3.60955,1.59343,0.350872,-2.58817,1.51319,
0.9,-3.90983,13.0023,3.6731,0.753066,0.592585,1.75792,1.49047,-2.17465,11.3483,-3.92201,-0.11804,-1.05556,-1.60699,1.51319,
1,-3.93894,13.1365,3.047,-0.0975268,0.552658,1.27431,1.49047,-3.25923,12.0609,-3.91268,0.690659,-0.867877,-2.29096,1.51319,
1.1,-4.49141,12.2726,2.30247,-1.33131,-0.16138,0.954139,1.49047,-3.82829,11.8093,-3.7867,2.11449,0.868244,-2.30331,1.51319,
1.2,-5.10661,10.7929,2.0762,1.37716,0.399126,2.06004,1.49047,-4.26953,10.4016,-4.11925,1.04544,-0.57297,-2.52732,1.51319,
1.3,-5.81417,10.1937,2.44171,-0.153496,0.490723,1.26359,1.49047,-4.61333,8.35785,-4.68633,2.45962,1.02301,-2.01942,1.51319,
1.4,-6.11412,9.7969,2.49152,1.78546,0.12945,2.12655,1.49047,-5.08275,8.04659,-4.83629,0.0271574,-1.05936,-1.73111,1.51319,
1.5,-5.85687,9.93738,2.29153,2.41472,-0.278526,2.10512,1.49047,-5.55173,8.22137,-4.5619,-1.30397,-0.649237,-0.663135,1.51319,
1.6,-5.73306,9.78881,2.252,0.035417,0.577486,1.36893,1.49047,-5.68067,8.20399,-4.33825,-1.91536,0.297684,-0.552553,1.51319,
