time,0_rod(payload_bars compound_YPlf).X,0_rod(payload_bars compound_YPlf).Y,0_rod(payload_bars compound_YPlf).Z,0_rod(payload_bars compound_YPlf).Euler1,0_rod(payload_bars compound_YPlf).Euler2,0_rod(payload_bars compound_YPlf).Euler3,0_rod(payload_bars compound_YPlf).mass,1_rod(payload_bars compound_YPlf).X,1_rod(payload_bars compound_YPlf).Y,1_rod(payload_bars compound_YPlf).Z,1_rod(payload_bars compound_YPlf).Euler1,1_rod(payload_bars compound_YPlf).Euler2,1_rod(payload_bars compound_YPlf).Euler3,1_rod(payload_bars compound_YPlf).mass,2_rod(payload_bars compound_YPlf).X,2_rod(payload_bars compound_YPlf).Y,2_rod(payload_bars compound_YPlf).Z,2_rod(payload_bars compound_YPlf).Euler1,2_rod(payload_bars compound_YPlf).Euler2,2_rod(payload_bars compound_YPlf).Euler3,2_rod(payload_bars compound_YPlf).mass,3_rod(payload_bars compound_YPlf).X,3_rod(payload_bars compound_YPlf).Y,3_rod(payload_bars compound_YPlf).Z,3_rod(payload_bars compound_YPlf).Euler1,3_rod(payload_bars compound_YPlf).Euler2,3_rod(payload_bars compound_YPlf).Euler3,3_rod(payload_bars compound_YPlf).mass,4_rod(sense_bar compound_YPlf).X,4_rod(sense_bar compound_YPlf).Y,4_rod(sense_bar compound_YPlf).Z,4_rod(sense_bar compound_YPlf).Euler1,4_rod(sense_bar compound_YPlf).Euler2,4_rod(sense_bar compound_YPlf).Euler3,4_rod(sense_bar compound_YPlf).mass,5_rod(strut).X,5_rod(strut).Y,5_rod(strut).Z,5_rod(strut).Euler1,5_rod(strut).Euler2,5_rod(strut).Euler3,5_rod(strut).mass,6_rod(strut).X,6_rod(strut).Y,6_rod(strut).Z,6_rod(strut).Euler1,6_rod(strut).Euler2,6_rod(strut).Euler3,6_rod(strut).mass,7_rod(strut).X,7_rod(strut).Y,7_rod(strut).Z,7_rod(strut).Euler1,7_rod(strut).Euler2,7_rod(strut).Euler3,7_rod(strut).mass,8_rod(strut).X,8_rod(strut).Y,8_rod(strut).Z,8_rod(strut).Euler1,8_rod(strut).Euler2,8_rod(strut).Euler3,8_rod(strut).mass,9_rod(strut).X,9_rod(strut).Y,9_rod(strut).Z,9_rod(strut).Euler1,9_rod(strut).Euler2,9_rod(strut).Euler3,9_rod(strut).mass,10_rod(strut).X,10_rod(strut).Y,10_rod(strut).Z,10_rod(strut).Euler1,10_rod(strut).Euler2,10_rod(strut).Euler3,10_rod(strut).mass,
0.6464,-0.000187384,29.5145,0.00850446,4.38986e-05,0.000195577,-1.79101e-05,0.24652,-0.000187384,29.5145,0.00850446,4.38986e-05,0.000195577,-1.79101e-05,0.24652,-0.000187384,29.5145,0.00850446,4.38986e-05,0.000195577,-1.79101e-05,0.24652,-0.000187384,29.5145,0.00850446,4.38986e-05,0.000195577,-1.79101e-05,0.24652,-0.000187384,29.5145,0.00850446,4.38986e-05,0.000195577,-1.79101e-05,0.24652,-0.72944,29.4969,0.015385,0.00629027,0.0140321,-2.35193,0.0593527,0.754121,29.4924,0.0109538,0.00620303,0.0139413,-2.35193,0.0593527,0.00841245,28.9723,-0.513552,0.0161944,0.00625884,-0.78888,0.0593527,0.0166175,30.0169,0.539881,0.0164501,0.00600478,-0.788895,0.0593527,0.024264,28.9721,0.539473,-1.57377,-0.00334872,-0.00309037,0.0593527,0.000685441,30.0172,-0.513138,-1.57391,-0.00292315,-0.00295283,0.0593527,
0.6565,-0.000191238,28.8691,0.00850385,3.9787e-05,0.000203618,-9.15096e-06,0.24652,-0.000191238,28.8691,0.00850385,3.9787e-05,0.000203618,-9.15096e-06,0.24652,-0.000191238,28.8691,0.00850385,3.9787e-05,0.000203618,-9.15096e-06,0.24652,-0.000191238,28.8691,0.00850385,3.9787e-05,0.000203618,-9.15096e-06,0.24652,-0.000191238,28.8691,0.00850385,3.9787e-05,0.000203618,-9.15096e-06,0.24652,-0.72944,28.8515,0.0153835,0.00581446,0.013559,-2.35193,0.0593527,0.754117,28.8469,0.0109571,0.00550973,0.0132529,-2.35194,0.0593527,0.00842422,28.3269,-0.513551,0.0177359,0.00473145,-0.78887,0.0593527,0.016629,29.3715,0.539879,0.0147032,0.0077428,-0.788906,0.0593527,0.0242645,28.3267,0.539473,-1.57377,-0.0038156,-0.00309272,0.0593527,0.000682438,29.3717,-0.513137,-1.57391,-0.00308179,-0.00295236,0.0593527,
0.6666,-0.000189261,28.2137,0.00850467,3.27833e-05,0.00021731,7.146e-06,0.24652,-0.000189261,28.2137,0.00850467,3.27833e-05,0.00021731,7.146e-06,0.24652,-0.000189261,28.2137,0.00850467,3.27833e-05,0.00021731,7.146e-06,0.24652,-0.000189261,28.2137,0.00850467,3.27833e-05,0.00021731,7.146e-06,0.24652,-0.000189261,28.2137,0.00850467,3.27833e-05,0.00021731,7.146e-06,0.24652,-0.729437,28.1961,0.0153776,0.00488114,0.0126277,-2.35195,0.0593527,0.754119,28.1915,0.0109618,0.00498569,0.0127287,-2.35195,0.0593527,0.00841407,27.6715,-0.513547,0.0156853,0.00677198,-0.788884,0.0593527,0.0166229,28.7161,0.539877,0.0152639,0.00719034,-0.788904,0.0593527,0.024268,27.6713,0.53947,-1.57377,-0.00258483,-0.00309058,0.0593527,0.000681488,28.7163,-0.513137,-1.5739,-0.00319967,-0.00295205,0.0593527,
0.6767,-0.000185232,27.5483,0.0085054,3.66125e-05,0.000210541,-7.12473e-07,0.24652,-0.000185232,27.5483,0.0085054,3.66125e-05,0.000210541,-7.12473e-07,0.24652,-0.000185232,27.5483,0.0085054,3.66125e-05,0.000210541,-7.12473e-07,0.24652,-0.000185232,27.5483,0.0085054,3.66125e-05,0.000210541,-7.12473e-07,0.24652,-0.000185232,27.5483,0.0085054,3.66125e-05,0.000210541,-7.12473e-07,0.24652,-0.729436,27.5307,0.0153787,0.005287,0.0130302,-2.35194,0.0593527,0.754124,27.5261,0.010959,0.00560938,0.0133486,-2.35194,0.0593527,0.00840147,27.0061,-0.513548,0.0139905,0.00845185,-0.788898,0.0593527,0.0166108,28.0507,0.539879,0.0170635,0.00540032,-0.788894,0.0593527,0.0242677,27.0059,0.539469,-1.57377,-0.00204561,-0.0030881,0.0593527,0.00068432,28.0509,-0.513139,-1.57391,-0.00306161,-0.00295257,0.0593527,
0.6868,-0.000186876,26.8728,0.00850464,4.47183e-05,0.000195041,-1.68763e-05,0.24652,-0.000186876,26.8728,0.00850464,4.47183e-05,0.000195041,-1.68763e-05,0.24652,-0.000186876,26.8728,0.00850464,4.47183e-05,0.000195041,-1.68763e-05,0.24652,-0.000186876,26.8728,0.00850464,4.47183e-05,0.000195041,-1.68763e-05,0.24652,-0.000186876,26.8728,0.00850464,4.47183e-05,0.000195041,-1.68763e-05,0.24652,-0.72944,26.8552,0.0153847,0.00624883,0.0139906,-2.35193,0.0593527,0.754122,26.8507,0.0109538,0.00621874,0.0139568,-2.35193,0.0593527,0.00841059,26.3306,-0.513552,0.0159003,0.00655092,-0.788882,0.0593527,0.0166162,27.3752,0.539881,0.0166387,0.00581758,-0.788894,0.0593527,0.0242643,26.3304,0.539472,-1.57377,-0.00323777,-0.00309011,0.0593527,0.000685596,27.3755,-0.513138,-1.57391,-0.00293519,-0.00295292,0.0593527,
0.6969,-0.00019099,26.1874,0.00850391,4.23752e-05,0.000200061,-9.7869e-06,0.24652,-0.00019099,26.1874,0.00850391,4.23752e-05,0.000200061,-9.7869e-06,0.24652,-0.00019099,26.1874,0.00850391,4.23752e-05,0.000200061,-9.7869e-06,0.24652,-0.00019099,26.1874,0.00850391,4.23752e-05,0.000200061,-9.7869e-06,0.24652,-0.00019099,26.1874,0.00850391,4.23752e-05,0.000200061,-9.7869e-06,0.24652,-0.729441,26.1698,0.0153841,0.00591574,0.0136601,-2.35193,0.0593527,0.754117,26.1652,0.010956,0.00567594,0.013418,-2.35193,0.0593527,0.00842376,25.6452,-0.513551,0.0177367,0.00472986,-0.78887,0.0593527,0.0166286,26.6898,0.539879,0.0147963,0.00764953,-0.788905,0.0593527,0.0242641,25.645,0.539473,-1.57377,-0.00384817,-0.00309269,0.0593527,0.000682845,26.69,-0.513137,-1.57391,-0.00305098,-0.00295244,0.0593527,
0.707,-0.000189716,25.492,0.00850461,3.32641e-05,0.000216504,6.27499e-06,0.24652,-0.000189716,25.492,0.00850461,3.32641e-05,0.000216504,6.27499e-06,0.24652,-0.000189716,25.492,0.00850461,3.32641e-05,0.000216504,6.27499e-06,0.24652,-0.000189716,25.492,0.00850461,3.32641e-05,0.000216504,6.27499e-06,0.24652,-0.000189716,25.492,0.00850461,3.32641e-05,0.000216504,6.27499e-06,0.24652,-0.729437,25.4743,0.015378,0.00492981,0.0126763,-2.35195,0.0593527,0.754118,25.4698,0.0109616,0.00499272,0.012736,-2.35195,0.0593527,0.00841582,24.9497,-0.513547,0.0159775,0.00648165,-0.788882,0.0593527,0.0166243,25.9943,0.539877,0.015081,0.00737169,-0.788905,0.0593527,0.0242677,24.9495,0.53947,-1.57377,-0.0026979,-0.00309093,0.0593527,0.000681378,25.9946,-0.513137,-1.57391,-0.00318486,-0.00295202,0.0593527,
0.7171,-0.000185502,24.7865,0.00850526,3.43638e-05,0.000213707,-5.08998e-08,0.24652,-0.000185502,24.7865,0.00850526,3.43638e-05,0.000213707,-5.08998e-08,0.24652,-0.000185502,24.7865,0.00850526,3.43638e-05,0.000213707,-5.08998e-08,0.24652,-0.000185502,24.7865,0.00850526,3.43638e-05,0.000213707,-5.08998e-08,0.24652,-0.000185502,24.7865,0.00850526,3.43638e-05,0.000213707,-5.08998e-08,0.24652,-0.729436,24.7689,0.0153782,0.0051894,0.012933,-2.35194,0.0593527,0.754123,24.7643,0.0109601,0.00544405,0.0131842,-2.35194,0.0593527,0.00840203,24.2443,-0.513548,0.0140126,0.0084307,-0.788897,0.0593527,0.0166113,25.2889,0.539878,0.0169557,0.00550819,-0.788895,0.0593527,0.0242681,24.2441,0.539469,-1.57377,-0.00201983,-0.00308819,0.0593527,0.000683898,25.2891,-0.513139,-1.5739,-0.0030905,-0.00295253,0.0593527,
0.7272,-0.000186471,24.071,0.00850473,4.33123e-05,0.000196892,-1.60922e-05,0.24652,-0.000186471,24.071,0.00850473,4.33123e-05,0.000196892,-1.60922e-05,0.24652,-0.000186471,24.071,0.00850473,4.33123e-05,0.000196892,-1.60922e-05,0.24652,-0.000186471,24.071,0.00850473,4.33123e-05,0.000196892,-1.60922e-05,0.24652,-0.000186471,24.071,0.00850473,4.33123e-05,0.000196892,-1.60922e-05,0.24652,-0.729439,24.0534,0.0153842,0.00619329,0.0139349,-2.35193,0.0593527,0.754122,24.0488,0.0109543,0.00618906,0.0139272,-2.35193,0.0593527,0.00840896,23.5288,-0.513552,0.0156114,0.006838,-0.788884,0.0593527,0.0166147,24.5734,0.539881,0.0168145,0.00564325,-0.788893,0.0593527,0.0242646,23.5286,0.539472,-1.57377,-0.00312355,-0.00308972,0.0593527,0.000685668,24.5736,-0.513138,-1.57391,-0.00295208,-0.00295289,0.0593527,
0.7373,-0.000190708,23.3456,0.00850396,4.38789e-05,0.000197622,-1.04995e-05,0.24652,-0.000190708,23.3456,0.00850396,4.38789e-05,0.000197622,-1.04995e-05,0.24652,-0.000190708,23.3456,0.00850396,4.38789e-05,0.000197622,-1.04995e-05,0.24652,-0.000190708,23.3456,0.00850396,4.38789e-05,0.000197622,-1.04995e-05,0.24652,-0.000190708,23.3456,0.00850396,4.38789e-05,0.000197622,-1.04995e-05,0.24652,-0.729441,23.3279,0.0153846,0.0060091,0.0137531,-2.35193,0.0593527,0.754117,23.3234,0.0109551,0.0058374,0.0135783,-2.35193,0.0593527,0.0084231,22.8033,-0.513551,0.0176925,0.00477298,-0.78887,0.0593527,0.016628,23.8479,0.539879,0.0149186,0.00752732,-0.788905,0.0593527,0.0242638,22.8032,0.539474,-1.57377,-0.00386654,-0.00309252,0.0593527,0.000683272,23.8482,-0.513137,-1.57391,-0.0030246,-0.00295243,0.0593527,
0.7474,-0.000190089,22.6101,0.00850461,3.51343e-05,0.000214139,5.55242e-06,0.24652,-0.000190089,22.6101,0.00850461,3.51343e-05,0.000214139,5.55242e-06,0.24652,-0.000190089,22.6101,0.00850461,3.51343e-05,0.000214139,5.55242e-06,0.24652,-0.000190089,22.6101,0.00850461,3.51343e-05,0.000214139,5.55242e-06,0.24652,-0.000190089,22.6101,0.00850461,3.51343e-05,0.000214139,5.55242e-06,0.24652,-0.729438,22.5925,0.0153785,0.004992,0.0127385,-2.35195,0.0593527,0.754118,22.5879,0.0109609,0.00504449,0.0127878,-2.35195,0.0593527,0.00841739,22.0679,-0.513548,0.0162614,0.00619943,-0.78888,0.0593527,0.0166257,23.1125,0.539877,0.0149136,0.00753757,-0.788907,0.0593527,0.0242673,22.0677,0.53947,-1.57377,-0.00281328,-0.00309133,0.0593527,0.000681352,23.1127,-0.513137,-1.57391,-0.00316554,-0.00295205,0.0593527,
0.7575,-0.000185787,21.8646,0.00850516,3.36889e-05,0.000215247,6.93986e-07,0.24652,-0.000185787,21.8646,0.00850516,3.36889e-05,0.000215247,6.93986e-07,0.24652,-0.000185787,21.8646,0.00850516,3.36889e-05,0.000215247,6.93986e-07,0.24652,-0.000185787,21.8646,0.00850516,3.36889e-05,0.000215247,6.93986e-07,0.24652,-0.000185787,21.8646,0.00850516,3.36889e-05,0.000215247,6.93986e-07,0.24652,-0.729436,21.847,0.0153779,0.00510059,0.0128447,-2.35195,0.0593527,0.754123,21.8424,0.0109609,0.00528967,0.0130308,-2.35194,0.0593527,0.00840275,21.3224,-0.513548,0.0140783,0.00836618,-0.788897,0.0593527,0.0166121,22.367,0.539878,0.0168193,0.00564431,-0.788895,0.0593527,0.0242684,21.3222,0.539469,-1.57377,-0.00200841,-0.00308844,0.0593527,0.000683469,22.3672,-0.513139,-1.5739,-0.00311479,-0.0029526,0.0593527,
0.7676,-0.00018612,21.1091,0.00850479,4.14714e-05,0.000199367,-1.53782e-05,0.24652,-0.00018612,21.1091,0.00850479,4.14714e-05,0.000199367,-1.53782e-05,0.24652,-0.00018612,21.1091,0.00850479,4.14714e-05,0.000199367,-1.53782e-05,0.24652,-0.00018612,21.1091,0.00850479,4.14714e-05,0.000199367,-1.53782e-05,0.24652,-0.00018612,21.1091,0.00850479,4.14714e-05,0.000199367,-1.53782e-05,0.24652,-0.729439,21.0915,0.0153836,0.0061249,0.0138664,-2.35193,0.0593527,0.754122,21.0869,0.010955,0.00611612,0.0138546,-2.35193,0.0593527,0.00840746,20.5669,-0.513552,0.0153338,0.00711411,-0.788886,0.0593527,0.0166134,21.6115,0.539881,0.0169721,0.00548712,-0.788893,0.0593527,0.024265,20.5667,0.539472,-1.57377,-0.00300794,-0.00308937,0.0593527,0.000685647,21.6117,-0.513138,-1.57391,-0.00297316,-0.00295288,0.0593527,
0.7777,-0.00019041,20.3436,0.00850398,4.38399e-05,0.000196797,-1.12873e-05,0.24652,-0.00019041,20.3436,0.00850398,4.38399e-05,0.000196797,-1.12873e-05,0.24652,-0.00019041,20.3436,0.00850398,4.38399e-05,0.000196797,-1.12873e-05,0.24652,-0.00019041,20.3436,0.00850398,4.38399e-05,0.000196797,-1.12873e-05,0.24652,-0.00019041,20.3436,0.00850398,4.38399e-05,0.000196797,-1.12873e-05,0.24652,-0.729441,20.326,0.0153849,0.00609282,0.0138365,-2.35193,0.0593527,0.754118,20.3214,0.0109545,0.00598194,0.0137217,-2.35193,0.0593527,0.0084223,19.8014,-0.513552,0.017606,0.0048583,-0.788871,0.0593527,0.016627,20.846,0.53988,0.0150683,0.00737802,-0.788904,0.0593527,0.0242635,19.8012,0.539474,-1.57377,-0.00387044,-0.00309219,0.0593527,0.000683698,20.8462,-0.513137,-1.57391,-0.00300305,-0.00295233,0.0593527,
0.7878,-0.00019043,19.5681,0.00850461,3.6671e-05,0.000211916,4.83972e-06,0.24652,-0.00019043,19.5681,0.00850461,3.6671e-05,0.000211916,4.83972e-06,0.24652,-0.00019043,19.5681,0.00850461,3.6671e-05,0.000211916,4.83972e-06,0.24652,-0.00019043,19.5681,0.00850461,3.6671e-05,0.000211916,4.83972e-06,0.24652,-0.00019043,19.5681,0.00850461,3.6671e-05,0.000211916,4.83972e-06,0.24652,-0.729439,19.5505,0.015379,0.00506635,0.0128127,-2.35194,0.0593527,0.754118,19.5459,0.0109601,0.00513718,0.0128802,-2.35194,0.0593527,0.00841885,19.0259,-0.513548,0.0165314,0.00593081,-0.788878,0.0593527,0.0166269,20.0705,0.539877,0.0147671,0.0076826,-0.788907,0.0593527,0.0242669,19.0257,0.539471,-1.57377,-0.00292913,-0.00309161,0.0593527,0.000681421,20.0707,-0.513137,-1.57391,-0.00314238,-0.00295201,0.0593527,
0.7979,-0.000186095,18.7826,0.00850509,3.41479e-05,0.000215548,1.49731e-06,0.24652,-0.000186095,18.7826,0.00850509,3.41479e-05,0.000215548,1.49731e-06,0.24652,-0.000186095,18.7826,0.00850509,3.41479e-05,0.000215548,1.49731e-06,0.24652,-0.000186095,18.7826,0.00850509,3.41479e-05,0.000215548,1.49731e-06,0.24652,-0.000186095,18.7826,0.00850509,3.41479e-05,0.000215548,1.49731e-06,0.24652,-0.729436,18.765,0.0153777,0.00502218,0.0127669,-2.35195,0.0593527,0.754123,18.7604,0.0109614,0.00515789,0.0128998,-2.35195,0.0593527,0.00840363,18.2404,-0.513548,0.0141853,0.00826055,-0.788896,0.0593527,0.0166131,19.285,0.539878,0.0166572,0.00580591,-0.788896,0.0593527,0.0242686,18.2402,0.539469,-1.57377,-0.00201154,-0.00308881,0.0593527,0.000683054,19.2852,-0.513139,-1.5739,-0.00313396,-0.00295272,0.0593527,
0.808,-0.000185795,17.9871,0.00850484,4.04261e-05,0.000201237,-1.463e-05,0.24652,-0.000185795,17.9871,0.00850484,4.04261e-05,0.000201237,-1.463e-05,0.24652,-0.000185795,17.9871,0.00850484,4.04261e-05,0.000201237,-1.463e-05,0.24652,-0.000185795,17.9871,0.00850484,4.04261e-05,0.000201237,-1.463e-05,0.24652,-0.000185795,17.9871,0.00850484,4.04261e-05,0.000201237,-1.463e-05,0.24652,-0.729438,17.9694,0.0153831,0.00604508,0.0137866,-2.35193,0.0593527,0.754123,17.9649,0.0109557,0.00600537,0.0137445,-2.35193,0.0593527,0.00840605,17.4448,-0.513551,0.0150728,0.00737381,-0.788888,0.0593527,0.0166123,18.4895,0.539881,0.0171065,0.00535426,-0.788892,0.0593527,0.0242655,17.4447,0.539471,-1.57377,-0.00289278,-0.00308917,0.0593527,0.000685534,18.4897,-0.513139,-1.57391,-0.00299772,-0.00295297,0.0593527,
0.8181,-0.00019007,17.1815,0.00850399,4.32124e-05,0.000196698,-1.21102e-05,0.24652,-0.00019007,17.1815,0.00850399,4.32124e-05,0.000196698,-1.21102e-05,0.24652,-0.00019007,17.1815,0.00850399,4.32124e-05,0.000196698,-1.21102e-05,0.24652,-0.00019007,17.1815,0.00850399,4.32124e-05,0.000196698,-1.21102e-05,0.24652,-0.00019007,17.1815,0.00850399,4.32124e-05,0.000196698,-1.21102e-05,0.24652,-0.729441,17.1639,0.015385,0.00616542,0.0139087,-2.35193,0.0593527,0.754118,17.1593,0.0109541,0.00609866,0.0138375,-2.35193,0.0593527,0.00842131,16.6393,-0.513552,0.0174792,0.00498362,-0.788872,0.0593527,0.0166259,17.6839,0.53988,0.0152418,0.00720523,-0.788902,0.0593527,0.0242633,16.6391,0.539474,-1.57377,-0.00385982,-0.00309181,0.0593527,0.000684093,17.6841,-0.513137,-1.57391,-0.00298688,-0.00295223,0.0593527,
0.8282,-0.000190752,16.366,0.00850461,3.73011e-05,0.000210422,4.05846e-06,0.24652,-0.000190752,16.366,0.00850461,3.73011e-05,0.000210422,4.05846e-06,0.24652,-0.000190752,16.366,0.00850461,3.73011e-05,0.000210422,4.05846e-06,0.24652,-0.000190752,16.366,0.00850461,3.73011e-05,0.000210422,4.05846e-06,0.24652,-0.000190752,16.366,0.00850461,3.73011e-05,0.000210422,4.05846e-06,0.24652,-0.729439,16.3484,0.0153795,0.00515138,0.0128975,-2.35194,0.0593527,0.754117,16.3438,0.0109594,0.00526383,0.0130062,-2.35194,0.0593527,0.00842022,15.8238,-0.513548,0.0167819,0.00568145,-0.788876,0.0593527,0.016628,16.8684,0.539877,0.0146459,0.00780225,-0.788908,0.0593527,0.0242664,15.8236,0.539471,-1.57377,-0.00304352,-0.00309174,0.0593527,0.000681579,16.8686,-0.513137,-1.57391,-0.0031162,-0.00295185,0.0593527,
0.8383,-0.000186453,15.5405,0.00850504,3.46733e-05,0.000215615,2.3112e-06,0.24652,-0.000186453,15.5405,0.00850504,3.46733e-05,0.000215615,2.3112e-06,0.24652,-0.000186453,15.5405,0.00850504,3.46733e-05,0.000215615,2.3112e-06,0.24652,-0.000186453,15.5405,0.00850504,3.46733e-05,0.000215615,2.3112e-06,0.24652,-0.000186453,15.5405,0.00850504,3.46733e-05,0.000215615,2.3112e-06,0.24652,-0.729436,15.5228,0.0153776,0.00495558,0.0127008,-2.35195,0.0593527,0.754122,15.5183,0.0109617,0.00505861,0.0128012,-2.35195,0.0593527,0.00840472,14.9982,-0.513548,0.0143312,0.0081162,-0.788895,0.0593527,0.0166144,16.0428,0.539878,0.0164735,0.00598883,-0.788897,0.0593527,0.0242687,14.998,0.539469,-1.57377,-0.00202914,-0.00308916,0.0593527,0.00068268,16.0431,-0.513139,-1.5739,-0.00314743,-0.0029528,0.0593527,
0.8484,-0.000185506,14.7049,0.00850488,4.01462e-05,0.000202498,-1.37919e-05,0.24652,-0.000185506,14.7049,0.00850488,4.01462e-05,0.000202498,-1.37919e-05,0.24652,-0.000185506,14.7049,0.00850488,4.01462e-05,0.000202498,-1.37919e-05,0.24652,-0.000185506,14.7049,0.00850488,4.01462e-05,0.000202498,-1.37919e-05,0.24652,-0.000185506,14.7049,0.00850488,4.01462e-05,0.000202498,-1.37919e-05,0.24652,-0.729438,14.6873,0.0153827,0.00595536,0.013697,-2.35193,0.0593527,0.754123,14.6827,0.0109565,0.00586516,0.0136052,-2.35193,0.0593527,0.00840477,14.1627,-0.513551,0.0148343,0.00761131,-0.78889,0.0593527,0.0166113,15.2073,0.53988,0.0172137,0.00524855,-0.788892,0.0593527,0.024266,14.1625,0.539471,-1.57377,-0.00278,-0.00308912,0.0593527,0.00068534,15.2075,-0.513139,-1.57391,-0.00302484,-0.00295315,0.0593527,
0.8585,-0.000189666,13.8594,0.008504,4.28717e-05,0.000196504,-1.29142e-05,0.24652,-0.000189666,13.8594,0.008504,4.28717e-05,0.000196504,-1.29142e-05,0.24652,-0.000189666,13.8594,0.008504,4.28717e-05,0.000196504,-1.29142e-05,0.24652,-0.000189666,13.8594,0.008504,4.28717e-05,0.000196504,-1.29142e-05,0.24652,-0.000189666,13.8594,0.008504,4.28717e-05,0.000196504,-1.29142e-05,0.24652,-0.729441,13.8417,0.0153851,0.00622558,0.0139686,-2.35193,0.0593527,0.754119,13.8372,0.0109539,0.00617884,0.0139171,-2.35193,0.0593527,0.00842007,13.3171,-0.513552,0.0173152,0.00514611,-0.788872,0.0593527,0.0166245,14.3617,0.53988,0.0154345,0.00701343,-0.788901,0.0593527,0.0242633,13.3169,0.539474,-1.57377,-0.00383491,-0.00309147,0.0593527,0.000684435,14.362,-0.513137,-1.57391,-0.00297661,-0.00295222,0.0593527,
0.8686,-0.000191029,13.0038,0.0085046,3.74632e-05,0.000209266,3.17239e-06,0.24652,-0.000191029,13.0038,0.0085046,3.74632e-05,0.000209266,3.17239e-06,0.24652,-0.000191029,13.0038,0.0085046,3.74632e-05,0.000209266,3.17239e-06,0.24652,-0.000191029,13.0038,0.0085046,3.74632e-05,0.000209266,3.17239e-06,0.24652,-0.000191029,13.0038,0.0085046,3.74632e-05,0.000209266,3.17239e-06,0.24652,-0.729439,12.9862,0.0153799,0.00524552,0.0129914,-2.35194,0.0593527,0.754117,12.9816,0.0109586,0.00541488,0.0131563,-2.35194,0.0593527,0.00842144,12.4616,-0.513548,0.0170069,0.00545726,-0.788875,0.0593527,0.0166288,13.5062,0.539877,0.0145536,0.00789325,-0.788909,0.0593527,0.0242659,12.4614,0.539471,-1.57377,-0.00315454,-0.00309176,0.0593527,0.000681812,13.5064,-0.513137,-1.57391,-0.00308807,-0.00295163,0.0593527,
0.8787,-0.000186869,12.1382,0.00850501,3.47489e-05,0.000215924,3.07998e-06,0.24652,-0.000186869,12.1382,0.00850501,3.47489e-05,0.000215924,3.07998e-06,0.24652,-0.000186869,12.1382,0.00850501,3.47489e-05,0.000215924,3.07998e-06,0.24652,-0.000186869,12.1382,0.00850501,3.47489e-05,0.000215924,3.07998e-06,0.24652,-0.000186869,12.1382,0.00850501,3.47489e-05,0.000215924,3.07998e-06,0.24652,-0.729436,12.1206,0.0153775,0.00490199,0.0126477,-2.35195,0.0593527,0.754122,12.116,0.0109619,0.00499923,0.0127421,-2.35195,0.0593527,0.00840603,11.596,-0.513548,0.0145124,0.00793658,-0.788893,0.0593527,0.0166157,12.6406,0.539878,0.0162728,0.00618843,-0.788898,0.0593527,0.0242688,11.5958,0.539469,-1.57377,-0.00206086,-0.00308945,0.0593527,0.000682364,12.6408,-0.513139,-1.5739,-0.00315475,-0.00295277,0.0593527,
0.8888,-0.000185279,11.2626,0.0085049,4.0022e-05,0.000203701,-1.28467e-05,0.24652,-0.000185279,11.2626,0.0085049,4.0022e-05,0.000203701,-1.28467e-05,0.24652,-0.000185279,11.2626,0.0085049,4.0022e-05,0.000203701,-1.28467e-05,0.24652,-0.000185279,11.2626,0.0085049,4.0022e-05,0.000203701,-1.28467e-05,0.24652,-0.000185279,11.2626,0.0085049,4.0022e-05,0.000203701,-1.28467e-05,0.24652,-0.729438,11.245,0.0153822,0.00585736,0.0135992,-2.35193,0.0593527,0.754123,11.2404,0.0109573,0.00570607,0.0134472,-2.35194,0.0593527,0.00840369,10.7204,-0.513551,0.0146242,0.00782075,-0.788892,0.0593527,0.0166106,11.765,0.53988,0.0172908,0.00517273,-0.788891,0.0593527,0.0242665,10.7202,0.539471,-1.57377,-0.00267151,-0.00308914,0.0593527,0.000685084,11.7652,-0.513139,-1.57391,-0.00305336,-0.00295335,0.0593527,
0.8989,-0.000189207,10.3771,0.00850402,4.29567e-05,0.000196105,-1.36444e-05,0.24652,-0.000189207,10.3771,0.00850402,4.29567e-05,0.000196105,-1.36444e-05,0.24652,-0.000189207,10.3771,0.00850402,4.29567e-05,0.000196105,-1.36444e-05,0.24652,-0.000189207,10.3771,0.00850402,4.29567e-05,0.000196105,-1.36444e-05,0.24652,-0.000189207,10.3771,0.00850402,4.29567e-05,0.000196105,-1.36444e-05,0.24652,-0.729441,10.3594,0.0153853,0.00627217,0.0140148,-2.35193,0.0593527,0.754119,10.3549,0.0109538,0.00621652,0.0139545,-2.35193,0.0593527,0.00841863,9.83483,-0.513552,0.017118,0.00534164,-0.788874,0.0593527,0.0166231,10.8794,0.53988,0.0156419,0.00680729,-0.7889,0.0593527,0.0242633,9.83464,0.539474,-1.57377,-0.00379626,-0.00309119,0.0593527,0.00068471,10.8797,-0.513137,-1.57391,-0.00297254,-0.00295232,0.0593527,
