time,0_rod(payload_bars compound_37m).X,0_rod(payload_bars compound_37m).Y,0_rod(payload_bars compound_37m).Z,0_rod(payload_bars compound_37m).Euler1,0_rod(payload_bars compound_37m).Euler2,0_rod(payload_bars compound_37m).Euler3,0_rod(payload_bars compound_37m).mass,1_rod(payload_bars compound_37m).X,1_rod(payload_bars compound_37m).Y,1_rod(payload_bars compound_37m).Z,1_rod(payload_bars compound_37m).Euler1,1_rod(payload_bars compound_37m).Euler2,1_rod(payload_bars compound_37m).Euler3,1_rod(payload_bars compound_37m).mass,2_rod(payload_bars compound_37m).X,2_rod(payload_bars compound_37m).Y,2_rod(payload_bars compound_37m).Z,2_rod(payload_bars compound_37m).Euler1,2_rod(payload_bars compound_37m).Euler2,2_rod(payload_bars compound_37m).Euler3,2_rod(payload_bars compound_37m).mass,3_rod(payload_bars compound_37m).X,3_rod(payload_bars compound_37m).Y,3_rod(payload_bars compound_37m).Z,3_rod(payload_bars compound_37m).Euler1,3_rod(payload_bars compound_37m).Euler2,3_rod(payload_bars compound_37m).Euler3,3_rod(payload_bars compound_37m).mass,4_rod(sense_bar compound_37m).X,4_rod(sense_bar compound_37m).Y,4_rod(sense_bar compound_37m).Z,4_rod(sense_bar compound_37m).Euler1,4_rod(sense_bar compound_37m).Euler2,4_rod(sense_bar compound_37m).Euler3,4_rod(sense_bar compound_37m).mass,5_rod(strut).X,5_rod(strut).Y,5_rod(strut).Z,5_rod(strut).Euler1,5_rod(strut).Euler2,5_rod(strut).Euler3,5_rod(strut).mass,6_rod(strut).X,6_rod(strut).Y,6_rod(strut).Z,6_rod(strut).Euler1,6_rod(strut).Euler2,6_rod(strut).Euler3,6_rod(strut).mass,7_rod(strut).X,7_rod(strut).Y,7_rod(strut).Z,7_rod(strut).Euler1,7_rod(strut).Euler2,7_rod(strut).Euler3,7_rod(strut).mass,8_rod(strut).X,8_rod(strut).Y,8_rod(strut).Z,8_rod(strut).Euler1,8_rod(strut).Euler2,8_rod(strut).Euler3,8_rod(strut).mass,9_rod(strut).X,9_rod(strut).Y,9_rod(strut).Z,9_rod(strut).Euler1,9_rod(strut).Euler2,9_rod(strut).Euler3,9_rod(strut).mass,10_rod(strut).X,10_rod(strut).Y,10_rod(strut).Z,10_rod(strut).Euler1,10_rod(strut).Euler2,10_rod(strut).Euler3,10_rod(strut).mass,
0.6464,-0.000187023,29.5145,0.00850176,3.53154e-05,0.000189821,-1.68353e-05,0.24652,-0.000187023,29.5145,0.00850176,3.53154e-05,0.000189821,-1.68353e-05,0.24652,-0.000187023,29.5145,0.00850176,3.53154e-05,0.000189821,-1.68353e-05,0.24652,-0.000187023,29.5145,0.00850176,3.53154e-05,0.000189821,-1.68353e-05,0.24652,-0.000187023,29.5145,0.00850176,3.53154e-05,0.000189821,-1.68353e-05,0.24652,-0.72944,29.4969,0.0153858,0.0060811,0.013825,-2.35193,0.0593527,0.75412,29.4924,0.0109553,0.00636981,0.0141069,-2.35193,0.0593527,0.00841263,28.9723,-0.513551,0.016247,0.00620895,-0.788881,0.0593527,0.0166173,30.0169,0.539881,0.0164753,0.00598205,-0.788893,0.0593527,0.0242681,28.9721,0.539475,-1.57377,-0.00335004,-0.00308961,0.0593527,0.000680562,30.0171,-0.513133,-1.57391,-0.00299855,-0.00295139,0.0593527,
0.6565,-0.000190904,28.8691,0.00850088,3.02657e-05,0.000197488,-8.72051e-06,0.24652,-0.000190904,28.8691,0.00850088,3.02657e-05,0.000197488,-8.72051e-06,0.24652,-0.000190904,28.8691,0.00850088,3.02657e-05,0.000197488,-8.72051e-06,0.24652,-0.000190904,28.8691,0.00850088,3.02657e-05,0.000197488,-8.72051e-06,0.24652,-0.000190904,28.8691,0.00850088,3.02657e-05,0.000197488,-8.72051e-06,0.24652,-0.72944,28.8515,0.0153853,0.00591011,0.0136538,-2.35193,0.0593527,0.754116,28.8469,0.0109589,0.00569971,0.0134412,-2.35193,0.0593527,0.00842426,28.3269,-0.513549,0.017747,0.00472185,-0.788873,0.0593527,0.0166289,29.3715,0.539879,0.014702,0.00774529,-0.788905,0.0593527,0.0242681,28.3267,0.539475,-1.57377,-0.00363243,-0.00309131,0.0593527,0.000678094,29.3717,-0.513132,-1.57391,-0.00289302,-0.00295029,0.0593527,
0.6666,-0.000188852,28.2137,0.00850127,2.38118e-05,0.000210544,-1.67987e-07,0.24652,-0.000188852,28.2137,0.00850127,2.38118e-05,0.000210544,-1.67987e-07,0.24652,-0.000188852,28.2137,0.00850127,2.38118e-05,0.000210544,-1.67987e-07,0.24652,-0.000188852,28.2137,0.00850127,2.38118e-05,0.000210544,-1.67987e-07,0.24652,-0.000188852,28.2137,0.00850127,2.38118e-05,0.000210544,-1.67987e-07,0.24652,-0.729436,28.1961,0.0153803,0.00510368,0.0128481,-2.35194,0.0593527,0.754118,28.1915,0.0109651,0.00485329,0.0125971,-2.35195,0.0593527,0.00841377,27.6715,-0.513547,0.015636,0.00682299,-0.788886,0.0593527,0.0166227,28.7161,0.539878,0.0152415,0.00721453,-0.788902,0.0593527,0.0242719,27.6713,0.539472,-1.57377,-0.00260953,-0.00308943,0.0593527,0.000676844,28.7163,-0.513133,-1.57391,-0.00315951,-0.00295029,0.0593527,
0.6767,-0.000184831,27.5483,0.00850225,2.89048e-05,0.00020364,-7.67693e-06,0.24652,-0.000184831,27.5483,0.00850225,2.89048e-05,0.00020364,-7.67693e-06,0.24652,-0.000184831,27.5483,0.00850225,2.89048e-05,0.00020364,-7.67693e-06,0.24652,-0.000184831,27.5483,0.00850225,2.89048e-05,0.00020364,-7.67693e-06,0.24652,-0.000184831,27.5483,0.00850225,2.89048e-05,0.00020364,-7.67693e-06,0.24652,-0.729436,27.5307,0.0153806,0.00521644,0.0129602,-2.35194,0.0593527,0.754122,27.5261,0.0109621,0.00540777,0.0131486,-2.35194,0.0593527,0.00840132,27.0061,-0.513548,0.0139783,0.00846711,-0.788899,0.0593527,0.0166106,28.0507,0.53988,0.0170661,0.00540084,-0.788891,0.0593527,0.0242722,27.0059,0.539472,-1.57377,-0.00226191,-0.00308772,0.0593527,0.000679113,28.0509,-0.513135,-1.57391,-0.0032925,-0.00295152,0.0593527,
0.6868,-0.000186477,26.8729,0.00850192,3.6794e-05,0.000188767,-1.63254e-05,0.24652,-0.000186477,26.8729,0.00850192,3.6794e-05,0.000188767,-1.63254e-05,0.24652,-0.000186477,26.8729,0.00850192,3.6794e-05,0.000188767,-1.63254e-05,0.24652,-0.000186477,26.8729,0.00850192,3.6794e-05,0.000188767,-1.63254e-05,0.24652,-0.000186477,26.8729,0.00850192,3.6794e-05,0.000188767,-1.63254e-05,0.24652,-0.72944,26.8552,0.0153856,0.00602887,0.0137728,-2.35193,0.0593527,0.754121,26.8507,0.0109554,0.00633164,0.0140689,-2.35193,0.0593527,0.00841069,26.3306,-0.513551,0.0159512,0.00650289,-0.788883,0.0593527,0.0166159,27.3752,0.539881,0.0166637,0.00579522,-0.788892,0.0593527,0.0242684,26.3304,0.539475,-1.57377,-0.0032564,-0.00308948,0.0593527,0.000680603,27.3754,-0.513134,-1.57391,-0.0030377,-0.00295167,0.0593527,
0.6969,-0.000190676,26.1874,0.00850101,3.27702e-05,0.00019409,-9.30479e-06,0.24652,-0.000190676,26.1874,0.00850101,3.27702e-05,0.00019409,-9.30479e-06,0.24652,-0.000190676,26.1874,0.00850101,3.27702e-05,0.00019409,-9.30479e-06,0.24652,-0.000190676,26.1874,0.00850101,3.27702e-05,0.00019409,-9.30479e-06,0.24652,-0.000190676,26.1874,0.00850101,3.27702e-05,0.00019409,-9.30479e-06,0.24652,-0.72944,26.1698,0.0153858,0.00597566,0.0137195,-2.35193,0.0593527,0.754116,26.1652,0.0109576,0.00590273,0.0136428,-2.35193,0.0593527,0.00842387,25.6452,-0.513549,0.017755,0.00471307,-0.788872,0.0593527,0.0166285,26.6898,0.539879,0.0147981,0.00764913,-0.788904,0.0593527,0.0242677,25.645,0.539476,-1.57377,-0.00366872,-0.0030913,0.0593527,0.000678509,26.69,-0.513132,-1.57391,-0.00287678,-0.00295034,0.0593527,
0.707,-0.000189316,25.492,0.00850124,2.36242e-05,0.000210232,-5.81458e-07,0.24652,-0.000189316,25.492,0.00850124,2.36242e-05,0.000210232,-5.81458e-07,0.24652,-0.000189316,25.492,0.00850124,2.36242e-05,0.000210232,-5.81458e-07,0.24652,-0.000189316,25.492,0.00850124,2.36242e-05,0.000210232,-5.81458e-07,0.24652,-0.000189316,25.492,0.00850124,2.36242e-05,0.000210232,-5.81458e-07,0.24652,-0.729437,25.4743,0.0153806,0.0051602,0.0129045,-2.35194,0.0593527,0.754117,25.4698,0.0109647,0.00491956,0.0126631,-2.35195,0.0593527,0.00841555,24.9497,-0.513547,0.0159306,0.00653015,-0.788884,0.0593527,0.0166241,25.9943,0.539877,0.0150591,0.00739534,-0.788903,0.0593527,0.0242715,24.9495,0.539472,-1.57377,-0.00270559,-0.00308961,0.0593527,0.000676832,25.9946,-0.513133,-1.57391,-0.00311874,-0.00295012,0.0593527,
0.7171,-0.000185116,24.7865,0.00850204,2.64505e-05,0.000206939,-7.1121e-06,0.24652,-0.000185116,24.7865,0.00850204,2.64505e-05,0.000206939,-7.1121e-06,0.24652,-0.000185116,24.7865,0.00850204,2.64505e-05,0.000206939,-7.1121e-06,0.24652,-0.000185116,24.7865,0.00850204,2.64505e-05,0.000206939,-7.1121e-06,0.24652,-0.000185116,24.7865,0.00850204,2.64505e-05,0.000206939,-7.1121e-06,0.24652,-0.729435,24.7689,0.0153802,0.00515486,0.0128987,-2.35194,0.0593527,0.754122,24.7643,0.0109633,0.00521391,0.0129559,-2.35194,0.0593527,0.00840188,24.2443,-0.513548,0.0139934,0.00845283,-0.788899,0.0593527,0.0166111,25.2889,0.53988,0.0169556,0.00551131,-0.788892,0.0593527,0.0242725,24.2441,0.539472,-1.57377,-0.00223188,-0.00308777,0.0593527,0.000678717,25.2891,-0.513135,-1.5739,-0.00330512,-0.00295143,0.0593527,
0.7272,-0.000186046,24.071,0.00850198,3.58859e-05,0.00019026,-1.59611e-05,0.24652,-0.000186046,24.071,0.00850198,3.58859e-05,0.00019026,-1.59611e-05,0.24652,-0.000186046,24.071,0.00850198,3.58859e-05,0.00019026,-1.59611e-05,0.24652,-0.000186046,24.071,0.00850198,3.58859e-05,0.00019026,-1.59611e-05,0.24652,-0.000186046,24.071,0.00850198,3.58859e-05,0.00019026,-1.59611e-05,0.24652,-0.729439,24.0534,0.0153852,0.00596846,0.0137122,-2.35193,0.0593527,0.754121,24.0488,0.0109561,0.00623849,0.0139764,-2.35193,0.0593527,0.00840899,23.5288,-0.513551,0.0156596,0.00679289,-0.788885,0.0593527,0.0166145,24.5734,0.539881,0.0168391,0.00562158,-0.788891,0.0593527,0.0242688,23.5286,0.539475,-1.57377,-0.0031589,-0.00308923,0.0593527,0.000680562,24.5736,-0.513134,-1.57391,-0.00307919,-0.0029518,0.0593527,
0.7373,-0.00019039,23.3456,0.00850112,3.46902e-05,0.000191369,-9.8811e-06,0.24652,-0.00019039,23.3456,0.00850112,3.46902e-05,0.000191369,-9.8811e-06,0.24652,-0.00019039,23.3456,0.00850112,3.46902e-05,0.000191369,-9.8811e-06,0.24652,-0.00019039,23.3456,0.00850112,3.46902e-05,0.000191369,-9.8811e-06,0.24652,-0.00019039,23.3456,0.00850112,3.46902e-05,0.000191369,-9.8811e-06,0.24652,-0.729441,23.3279,0.0153861,0.00603292,0.0137768,-2.35193,0.0593527,0.754116,23.3234,0.0109565,0.00608388,0.0138227,-2.35193,0.0593527,0.00842324,22.8033,-0.51355,0.0177174,0.00474973,-0.788872,0.0593527,0.0166278,23.8479,0.539879,0.0149229,0.00752447,-0.788903,0.0593527,0.0242674,22.8032,0.539476,-1.57377,-0.00369186,-0.00309121,0.0593527,0.00067891,23.8482,-0.513132,-1.57392,-0.00286828,-0.00295039,0.0593527,
0.7474,-0.000189694,22.6101,0.00850129,2.51889e-05,0.000208006,-8.96664e-07,0.24652,-0.000189694,22.6101,0.00850129,2.51889e-05,0.000208006,-8.96664e-07,0.24652,-0.000189694,22.6101,0.00850129,2.51889e-05,0.000208006,-8.96664e-07,0.24652,-0.000189694,22.6101,0.00850129,2.51889e-05,0.000208006,-8.96664e-07,0.24652,-0.000189694,22.6101,0.00850129,2.51889e-05,0.000208006,-8.96664e-07,0.24652,-0.729437,22.5925,0.015381,0.00522439,0.0129687,-2.35194,0.0593527,0.754117,22.5879,0.0109638,0.00503776,0.0127807,-2.35195,0.0593527,0.00841713,22.0679,-0.513547,0.0162176,0.00624461,-0.788882,0.0593527,0.0166255,23.1125,0.539877,0.0148921,0.00756053,-0.788905,0.0593527,0.024271,22.0677,0.539473,-1.57377,-0.00280459,-0.00308986,0.0593527,0.000676907,23.1127,-0.513132,-1.57391,-0.00307628,-0.00295003,0.0593527,
0.7575,-0.000185417,21.8646,0.00850188,2.53196e-05,0.000208812,-6.53614e-06,0.24652,-0.000185417,21.8646,0.00850188,2.53196e-05,0.000208812,-6.53614e-06,0.24652,-0.000185417,21.8646,0.00850188,2.53196e-05,0.000208812,-6.53614e-06,0.24652,-0.000185417,21.8646,0.00850188,2.53196e-05,0.000208812,-6.53614e-06,0.24652,-0.000185417,21.8646,0.00850188,2.53196e-05,0.000208812,-6.53614e-06,0.24652,-0.729435,21.847,0.01538,0.00510194,0.0128459,-2.35194,0.0593527,0.754122,21.8424,0.0109643,0.00504917,0.0127921,-2.35195,0.0593527,0.00840261,21.3224,-0.513548,0.0140529,0.00839448,-0.788898,0.0593527,0.0166119,22.367,0.53988,0.0168169,0.00564973,-0.788892,0.0593527,0.0242728,21.3222,0.539471,-1.57377,-0.00221517,-0.00308795,0.0593527,0.000678336,22.3672,-0.513135,-1.5739,-0.00331007,-0.0029514,0.0593527,
0.7676,-0.000185691,21.1091,0.00850198,3.41289e-05,0.00019277,-1.56579e-05,0.24652,-0.000185691,21.1091,0.00850198,3.41289e-05,0.00019277,-1.56579e-05,0.24652,-0.000185691,21.1091,0.00850198,3.41289e-05,0.00019277,-1.56579e-05,0.24652,-0.000185691,21.1091,0.00850198,3.41289e-05,0.00019277,-1.56579e-05,0.24652,-0.000185691,21.1091,0.00850198,3.41289e-05,0.00019277,-1.56579e-05,0.24652,-0.729439,21.0915,0.0153847,0.00590092,0.0136446,-2.35193,0.0593527,0.754121,21.0869,0.010957,0.00609743,0.0138362,-2.35193,0.0593527,0.00840747,20.5669,-0.513551,0.0153786,0.0070726,-0.788887,0.0593527,0.0166131,21.6115,0.539881,0.0169962,0.00546618,-0.78889,0.0593527,0.0242694,20.5667,0.539474,-1.57377,-0.00305933,-0.00308898,0.0593527,0.000680438,21.6117,-0.513134,-1.57391,-0.00312179,-0.0029519,0.0593527,
0.7777,-0.000190082,20.3436,0.00850118,3.50856e-05,0.000190289,-1.04801e-05,0.24652,-0.000190082,20.3436,0.00850118,3.50856e-05,0.000190289,-1.04801e-05,0.24652,-0.000190082,20.3436,0.00850118,3.50856e-05,0.000190289,-1.04801e-05,0.24652,-0.000190082,20.3436,0.00850118,3.50856e-05,0.000190289,-1.04801e-05,0.24652,-0.000190082,20.3436,0.00850118,3.50856e-05,0.000190289,-1.04801e-05,0.24652,-0.729441,20.326,0.0153863,0.00608114,0.013825,-2.35193,0.0593527,0.754117,20.3214,0.0109559,0.00622926,0.013967,-2.35193,0.0593527,0.00842244,19.8014,-0.51355,0.0176369,0.00482915,-0.788873,0.0593527,0.0166269,20.846,0.539879,0.0150749,0.00737294,-0.788902,0.0593527,0.0242672,19.8012,0.539476,-1.57377,-0.00370156,-0.00309099,0.0593527,0.000679277,20.8462,-0.513132,-1.57392,-0.00286741,-0.00295038,0.0593527,
0.7878,-0.000190036,19.5681,0.00850137,2.67692e-05,0.000205599,-1.18205e-06,0.24652,-0.000190036,19.5681,0.00850137,2.67692e-05,0.000205599,-1.18205e-06,0.24652,-0.000190036,19.5681,0.00850137,2.67692e-05,0.000205599,-1.18205e-06,0.24652,-0.000190036,19.5681,0.00850137,2.67692e-05,0.000205599,-1.18205e-06,0.24652,-0.000190036,19.5681,0.00850137,2.67692e-05,0.000205599,-1.18205e-06,0.24652,-0.729438,19.5505,0.0153814,0.00529516,0.0130394,-2.35194,0.0593527,0.754116,19.5459,0.0109627,0.00519888,0.0129409,-2.35194,0.0593527,0.0084186,19.0259,-0.513547,0.0164913,0.0059721,-0.78888,0.0593527,0.0166267,20.0705,0.539877,0.0147461,0.00770482,-0.788906,0.0593527,0.0242704,19.0257,0.539473,-1.57377,-0.00290475,-0.00309006,0.0593527,0.000677072,20.0707,-0.513132,-1.57391,-0.00303326,-0.0029499,0.0593527,
0.7979,-0.000185728,18.7826,0.00850178,2.54612e-05,0.000209265,-5.93079e-06,0.24652,-0.000185728,18.7826,0.00850178,2.54612e-05,0.000209265,-5.93079e-06,0.24652,-0.000185728,18.7826,0.00850178,2.54612e-05,0.000209265,-5.93079e-06,0.24652,-0.000185728,18.7826,0.00850178,2.54612e-05,0.000209265,-5.93079e-06,0.24652,-0.000185728,18.7826,0.00850178,2.54612e-05,0.000209265,-5.93079e-06,0.24652,-0.729435,18.765,0.0153799,0.0050584,0.0128026,-2.35194,0.0593527,0.754121,18.7604,0.0109648,0.0049262,0.0126698,-2.35195,0.0593527,0.00840348,18.2404,-0.513548,0.014154,0.00829453,-0.788898,0.0593527,0.016613,19.285,0.539879,0.0166524,0.00581354,-0.788893,0.0593527,0.024273,18.2402,0.539471,-1.57377,-0.00221198,-0.00308821,0.0593527,0.000677992,19.2852,-0.513134,-1.5739,-0.00330738,-0.00295142,0.0593527,
0.808,-0.000185374,17.9871,0.00850196,3.29521e-05,0.000194863,-1.53588e-05,0.24652,-0.000185374,17.9871,0.00850196,3.29521e-05,0.000194863,-1.53588e-05,0.24652,-0.000185374,17.9871,0.00850196,3.29521e-05,0.000194863,-1.53588e-05,0.24652,-0.000185374,17.9871,0.00850196,3.29521e-05,0.000194863,-1.53588e-05,0.24652,-0.000185374,17.9871,0.00850196,3.29521e-05,0.000194863,-1.53588e-05,0.24652,-0.729438,17.9694,0.0153843,0.00582737,0.0135709,-2.35193,0.0593527,0.754122,17.9649,0.0109581,0.00591925,0.0136593,-2.35193,0.0593527,0.00840606,17.4448,-0.51355,0.0151135,0.00733655,-0.788889,0.0593527,0.016612,18.4895,0.539881,0.01713,0.00533411,-0.78889,0.0593527,0.0242699,17.4447,0.539474,-1.57377,-0.00295951,-0.00308886,0.0593527,0.000680237,18.4897,-0.513134,-1.57391,-0.00316443,-0.00295207,0.0593527,
0.8181,-0.000189733,17.1815,0.0085012,3.46828e-05,0.00019018,-1.11095e-05,0.24652,-0.000189733,17.1815,0.0085012,3.46828e-05,0.00019018,-1.11095e-05,0.24652,-0.000189733,17.1815,0.0085012,3.46828e-05,0.00019018,-1.11095e-05,0.24652,-0.000189733,17.1815,0.0085012,3.46828e-05,0.00019018,-1.11095e-05,0.24652,-0.000189733,17.1815,0.0085012,3.46828e-05,0.00019018,-1.11095e-05,0.24652,-0.729441,17.1639,0.0153864,0.00611965,0.0138635,-2.35193,0.0593527,0.754117,17.1593,0.0109555,0.00632772,0.0140648,-2.35193,0.0593527,0.00842145,16.6393,-0.51355,0.0175158,0.004949,-0.788873,0.0593527,0.0166257,17.6839,0.53988,0.0152508,0.00719794,-0.788901,0.0593527,0.0242671,16.6391,0.539476,-1.57377,-0.00369773,-0.00309071,0.0593527,0.000679585,17.6841,-0.513132,-1.57392,-0.00287416,-0.00295039,0.0593527,
0.8282,-0.000190362,16.366,0.00850143,2.75207e-05,0.00020388,-1.48915e-06,0.24652,-0.000190362,16.366,0.00850143,2.75207e-05,0.00020388,-1.48915e-06,0.24652,-0.000190362,16.366,0.00850143,2.75207e-05,0.00020388,-1.48915e-06,0.24652,-0.000190362,16.366,0.00850143,2.75207e-05,0.00020388,-1.48915e-06,0.24652,-0.000190362,16.366,0.00850143,2.75207e-05,0.00020388,-1.48915e-06,0.24652,-0.729438,16.3484,0.0153818,0.00537139,0.0131155,-2.35194,0.0593527,0.754116,16.3438,0.0109617,0.00539056,0.0131315,-2.35194,0.0593527,0.00841999,15.8238,-0.513547,0.0167462,0.00571814,-0.788879,0.0593527,0.0166278,16.8684,0.539877,0.0146257,0.00782358,-0.788907,0.0593527,0.0242698,15.8236,0.539473,-1.57377,-0.00300423,-0.00309012,0.0593527,0.000677317,16.8686,-0.513132,-1.57391,-0.00299081,-0.00294966,0.0593527,
0.8383,-0.000186077,15.5405,0.00850171,2.58632e-05,0.000209252,-5.29664e-06,0.24652,-0.000186077,15.5405,0.00850171,2.58632e-05,0.000209252,-5.29664e-06,0.24652,-0.000186077,15.5405,0.00850171,2.58632e-05,0.000209252,-5.29664e-06,0.24652,-0.000186077,15.5405,0.00850171,2.58632e-05,0.000209252,-5.29664e-06,0.24652,-0.000186077,15.5405,0.00850171,2.58632e-05,0.000209252,-5.29664e-06,0.24652,-0.729436,15.5228,0.0153799,0.00502485,0.0127694,-2.35195,0.0593527,0.754121,15.5183,0.010965,0.0048544,0.0125984,-2.35195,0.0593527,0.00840454,14.9982,-0.513548,0.0142945,0.00815538,-0.788897,0.0593527,0.0166142,16.0428,0.539879,0.0164663,0.00599868,-0.788894,0.0593527,0.024273,14.998,0.539471,-1.57377,-0.00222233,-0.00308845,0.0593527,0.000677708,16.0431,-0.513134,-1.5739,-0.00329704,-0.0029514,0.0593527,
0.8484,-0.000185095,14.7049,0.00850194,3.2577e-05,0.000196276,-1.50178e-05,0.24652,-0.000185095,14.7049,0.00850194,3.2577e-05,0.000196276,-1.50178e-05,0.24652,-0.000185095,14.7049,0.00850194,3.2577e-05,0.000196276,-1.50178e-05,0.24652,-0.000185095,14.7049,0.00850194,3.2577e-05,0.000196276,-1.50178e-05,0.24652,-0.000185095,14.7049,0.00850194,3.2577e-05,0.000196276,-1.50178e-05,0.24652,-0.729438,14.6873,0.015384,0.00574892,0.0134924,-2.35193,0.0593527,0.754122,14.6827,0.0109591,0.00571764,0.0134591,-2.35193,0.0593527,0.00840478,14.1627,-0.51355,0.0148702,0.00757905,-0.788891,0.0593527,0.016611,15.2073,0.539881,0.0172363,0.00522938,-0.788889,0.0593527,0.0242705,14.1625,0.539473,-1.57377,-0.00286128,-0.00308888,0.0593527,0.000679976,15.2075,-0.513135,-1.57391,-0.00320594,-0.00295232,0.0593527,
0.8585,-0.000189322,13.8594,0.00850121,3.44323e-05,0.00019014,-1.17582e-05,0.24652,-0.000189322,13.8594,0.00850121,3.44323e-05,0.00019014,-1.17582e-05,0.24652,-0.000189322,13.8594,0.00850121,3.44323e-05,0.00019014,-1.17582e-05,0.24652,-0.000189322,13.8594,0.00850121,3.44323e-05,0.00019014,-1.17582e-05,0.24652,-0.000189322,13.8594,0.00850121,3.44323e-05,0.00019014,-1.17582e-05,0.24652,-0.729441,13.8417,0.0153864,0.00614791,0.0138917,-2.35193,0.0593527,0.754117,13.8372,0.0109554,0.00637177,0.0141085,-2.35193,0.0593527,0.00842023,13.3171,-0.51355,0.0173569,0.00510655,-0.788874,0.0593527,0.0166244,14.3617,0.53988,0.0154459,0.00700398,-0.7889,0.0593527,0.0242671,13.3169,0.539476,-1.57377,-0.00368051,-0.00309047,0.0593527,0.000679814,14.362,-0.513132,-1.57392,-0.00288847,-0.00295051,0.0593527,
0.8686,-0.000190651,13.0038,0.00850149,2.77123e-05,0.000202636,-1.8583e-06,0.24652,-0.000190651,13.0038,0.00850149,2.77123e-05,0.000202636,-1.8583e-06,0.24652,-0.000190651,13.0038,0.00850149,2.77123e-05,0.000202636,-1.8583e-06,0.24652,-0.000190651,13.0038,0.00850149,2.77123e-05,0.000202636,-1.8583e-06,0.24652,-0.000190651,13.0038,0.00850149,2.77123e-05,0.000202636,-1.8583e-06,0.24652,-0.729439,12.9862,0.0153821,0.00545197,0.0131959,-2.35194,0.0593527,0.754116,12.9816,0.0109606,0.00559811,0.0133377,-2.35194,0.0593527,0.00842126,12.4616,-0.513547,0.0169765,0.00548859,-0.788877,0.0593527,0.0166286,13.5062,0.539877,0.0145344,0.00791343,-0.788907,0.0593527,0.0242693,12.4614,0.539474,-1.57377,-0.00310111,-0.0030901,0.0593527,0.000677618,13.5064,-0.513132,-1.57391,-0.00295017,-0.00294936,0.0593527,
0.8787,-0.00018648,12.1382,0.00850167,2.58628e-05,0.0002094,-4.65384e-06,0.24652,-0.00018648,12.1382,0.00850167,2.58628e-05,0.0002094,-4.65384e-06,0.24652,-0.00018648,12.1382,0.00850167,2.58628e-05,0.0002094,-4.65384e-06,0.24652,-0.00018648,12.1382,0.00850167,2.58628e-05,0.0002094,-4.65384e-06,0.24652,-0.00018648,12.1382,0.00850167,2.58628e-05,0.0002094,-4.65384e-06,0.24652,-0.729436,12.1206,0.0153798,0.00500182,0.0127465,-2.35195,0.0593527,0.754121,12.116,0.0109651,0.00483919,0.0125831,-2.35195,0.0593527,0.00840581,11.596,-0.513547,0.0144709,0.00798031,-0.788895,0.0593527,0.0166155,12.6406,0.539879,0.0162632,0.00620043,-0.788896,0.0593527,0.0242729,11.5958,0.539471,-1.57377,-0.00224593,-0.00308859,0.0593527,0.000677502,12.6408,-0.513134,-1.5739,-0.00327921,-0.00295126,0.0593527,
0.8888,-0.000184876,11.2626,0.00850191,3.24619e-05,0.000197485,-1.46036e-05,0.24652,-0.000184876,11.2626,0.00850191,3.24619e-05,0.000197485,-1.46036e-05,0.24652,-0.000184876,11.2626,0.00850191,3.24619e-05,0.000197485,-1.46036e-05,0.24652,-0.000184876,11.2626,0.00850191,3.24619e-05,0.000197485,-1.46036e-05,0.24652,-0.000184876,11.2626,0.00850191,3.24619e-05,0.000197485,-1.46036e-05,0.24652,-0.729437,11.245,0.0153837,0.00566666,0.0134102,-2.35194,0.0593527,0.754122,11.2404,0.0109601,0.00550804,0.013251,-2.35194,0.0593527,0.00840369,10.7204,-0.51355,0.0146543,0.00779426,-0.788893,0.0593527,0.0166104,11.765,0.539881,0.0173123,0.0051548,-0.788889,0.0593527,0.0242711,10.7202,0.539473,-1.57377,-0.00276655,-0.00308896,0.0593527,0.000679678,11.7652,-0.513135,-1.57391,-0.00324502,-0.00295256,0.0593527,
0.8989,-0.000188853,10.3771,0.00850122,3.46298e-05,0.000189895,-1.23976e-05,0.24652,-0.000188853,10.3771,0.00850122,3.46298e-05,0.000189895,-1.23976e-05,0.24652,-0.000188853,10.3771,0.00850122,3.46298e-05,0.000189895,-1.23976e-05,0.24652,-0.000188853,10.3771,0.00850122,3.46298e-05,0.000189895,-1.23976e-05,0.24652,-0.000188853,10.3771,0.00850122,3.46298e-05,0.000189895,-1.23976e-05,0.24652,-0.72944,10.3594,0.0153866,0.0061654,0.0139092,-2.35193,0.0593527,0.754118,10.3549,0.0109555,0.00635812,0.014095,-2.35193,0.0593527,0.00841878,9.83483,-0.51355,0.0171642,0.00529788,-0.788875,0.0593527,0.0166229,10.8794,0.53988,0.0156555,0.00679581,-0.788898,0.0593527,0.0242672,9.83464,0.539476,-1.57377,-0.00365036,-0.00309032,0.0593527,0.000679957,10.8797,-0.513132,-1.57392,-0.00291002,-0.00295075,0.0593527,
