tgDataLogger2 started logging at time 01262019_214243, with 2 sensors on 1 senseable objects.
time,0_rod(strut).X,0_rod(strut).Y,0_rod(strut).Z,0_rod(strut).Euler1,0_rod(strut).Euler2,0_rod(strut).Euler3,0_rod(strut).mass,1_rod(strut).X,1_rod(strut).Y,1_rod(strut).Z,1_rod(strut).Euler1,1_rod(strut).Euler2,1_rod(strut).Euler3,1_rod(strut).mass,
0.1,0.316466,9.38139,0.312358,-0.854635,0.2363,0.517355,0.149047,0.233686,9.03836,-0.311295,-1.53366,-0.811526,-0.831297,0.151319,
0.2,0.316473,7.91037,0.31237,-0.85463,0.236321,0.517381,0.149047,0.23368,7.56736,-0.311306,-1.53343,-0.811634,-0.831458,0.151319,
0.3,0.316472,5.45835,0.312376,-0.854626,0.236342,0.517405,0.149047,0.23368,5.11536,-0.311313,-1.53343,-0.811606,-0.831462,0.151319,
0.4,0.278881,2.58763,0.482196,-0.729825,0.587487,0.804585,0.149047,0.152316,2.55794,-0.222314,-1.39209,-0.397434,-0.9098,0.151319,
0.5,0.220135,1.6,0.639124,-0.671241,0.818805,1.04515,0.149047,0.0633991,1.7877,-0.0371716,-1.55165,-0.0766954,-0.924846,0.151319,
0.6,0.219741,1.6,0.640552,-0.670569,0.820167,1.0452,0.149047,0.0618334,1.77875,-0.0347049,-1.55024,-0.0747121,-0.925866,0.151319,
0.7,0.219737,1.6,0.640584,-0.670433,0.820222,1.0453,0.149047,0.0618301,1.77875,-0.0346701,-1.55024,-0.0747098,-0.92587,0.151319,
0.8,0.219732,1.6,0.640588,-0.670348,0.820256,1.04536,0.149047,0.0618255,1.77875,-0.0346672,-1.55024,-0.0747128,-0.92587,0.151319,
0.9,0.219727,1.6,0.640591,-0.670265,0.820288,1.04542,0.149047,0.0618212,1.77875,-0.0346648,-1.55024,-0.0747159,-0.92587,0.151319,
1,0.219723,1.6,0.640594,-0.670182,0.820321,1.04548,0.149047,0.0618169,1.77875,-0.0346625,-1.55023,-0.0747193,-0.92587,0.151319,
