tgDataLogger2 started logging at time 01242019_105112, with 2 sensors on 1 senseable objects.
time,0_rod(strut).X,0_rod(strut).Y,0_rod(strut).Z,0_rod(strut).Euler1,0_rod(strut).Euler2,0_rod(strut).Euler3,0_rod(strut).mass,1_rod(strut).X,1_rod(strut).Y,1_rod(strut).Z,1_rod(strut).Euler1,1_rod(strut).Euler2,1_rod(strut).Euler3,1_rod(strut).mass,
0.1,0.255192,9.66588,0.161921,-0.845952,0.234929,0.54009,0.0600995,-0.245907,9.35045,-0.159526,-1.5406,-0.804668,-0.783125,0.0610156,
0.2,0.252569,8.19792,0.162909,-0.863225,0.247312,0.550649,0.0600995,-0.243323,7.87644,-0.160499,-1.53818,-0.811466,-0.770067,0.0610156,
0.3,0.250482,5.74737,0.164245,-0.8683,0.250245,0.548293,0.0600995,-0.241267,5.423,-0.161815,-1.53772,-0.81178,-0.757899,0.0610156,
0.4,0.264445,2.33278,0.167821,-0.890665,0.25939,0.522968,0.0600995,-0.242088,2.04802,-0.172346,-1.68442,-0.846426,-0.685326,0.0610156,
0.5,0.461486,2.13522,-0.034162,-1.45713,-0.0343159,0.870473,0.0600995,-0.0761468,2.01996,-0.426449,2.32578,-0.464929,0.864354,0.0610156,
0.6,0.627902,2.1077,-0.413935,-1.73631,-0.620356,0.897885,0.0600995,0.165195,1.85688,-0.825926,-3.10583,-0.831394,0.511757,0.0610156,
0.7,0.820862,2.11788,-0.720448,-2.27052,-1.0683,1.08059,0.0600995,0.262406,1.88866,-1.00205,2.6275,-0.932609,0.956002,0.0610156,
0.8,0.989763,2.132,-0.902352,-3.10563,-1.25911,1.70088,0.0600995,0.384501,1.93923,-1.08861,2.21441,-0.895585,1.30255,0.0610156,
0.9,1.06341,2.13554,-1.014,2.21626,-1.33486,2.57094,0.0600995,0.468722,1.87567,-1.07233,2.02516,-1.40177,1.66743,0.0610156,
1,1.05433,2.13557,-0.983539,2.44779,-1.37403,2.34106,0.0600995,0.451279,1.91074,-1.07435,2.13277,-1.15113,1.52016,0.0610156,
1.1,0.97513,2.13289,-0.86114,-2.7742,-1.2578,1.37148,0.0600995,0.385916,1.93377,-1.04393,2.33833,-0.974618,1.28159,0.0610156,
1.2,0.853142,2.12733,-0.659424,-2.06963,-1.01515,0.816739,0.0600995,0.309254,1.89291,-0.919097,3.04352,-1.11186,0.695646,0.0610156,
1.3,0.751374,2.1292,-0.423436,-1.76892,-0.663976,0.631155,0.0600995,0.244781,1.92252,-0.768244,-2.46386,-0.992526,-0.00916563,0.0610156,
1.4,0.693025,2.13153,-0.277277,-1.60794,-0.459598,0.476374,0.0600995,0.215259,1.95032,-0.666509,-2.37372,-0.850122,-0.051347,0.0610156,
1.5,0.589806,2.12523,-0.207907,-1.56262,-0.291687,0.927266,0.0600995,0.162416,1.91476,-0.638157,3.07281,-0.550749,0.687578,0.0610156,
1.6,0.507529,2.12477,-0.154593,-1.43619,-0.200884,0.950597,0.0600995,0.112704,1.91223,-0.614374,3.1251,-0.463079,0.655663,0.0610156,
1.7,0.397841,2.12582,-0.0785212,-1.2654,-0.0825449,0.993431,0.0600995,0.0456044,1.90934,-0.569698,-2.92323,-0.444435,0.520527,0.0610156,
1.8,0.320043,2.12834,-0.0173224,-1.14261,0.00513858,1.03928,0.0600995,-0.00132777,1.92122,-0.532799,-2.76006,-0.410375,0.422631,0.0610156,
1.9,0.309811,2.12824,-0.0124647,-1.1311,0.0123791,1.03564,0.0600995,-0.0116646,1.92323,-0.52811,-2.75034,-0.413391,0.417487,0.0610156,
