tgDataLogger2 started logging at time 01242019_112421, with 2 sensors on 1 senseable objects.
time,0_rod(strut).X,0_rod(strut).Y,0_rod(strut).Z,0_rod(strut).Euler1,0_rod(strut).Euler2,0_rod(strut).Euler3,0_rod(strut).mass,1_rod(strut).X,1_rod(strut).Y,1_rod(strut).Z,1_rod(strut).Euler1,1_rod(strut).Euler2,1_rod(strut).Euler3,1_rod(strut).mass,
0.1,0.318323,10.8703,-1.16953,-0.850002,0.283106,0.551103,59.6188,0.231858,7.57184,1.14834,-1.56006,-0.752249,-0.804907,60.5276,
0.2,0.318227,9.40256,-1.16947,-0.842578,0.290075,0.546758,59.6188,0.231952,6.09757,1.14829,-1.57623,-0.748289,-0.794539,60.5276,
0.3,-0.027465,8.03392,-1.14884,-0.85274,0.162176,0.493885,59.6188,-0.0756041,4.85401,1.33406,-1.52097,-0.7099,-0.746992,60.5276,
0.4,-1.37557,8.07565,-0.956981,-0.521458,0.315528,0.632756,59.6188,-0.501711,4.6585,1.00446,-1.29624,-0.611119,-0.757503,60.5276,
0.5,-2.72188,7.097,-0.73467,-0.166062,0.410088,0.831421,59.6188,-0.962902,3.71169,0.614,-1.095,-0.491989,-0.741131,60.5276,
0.6,-3.40692,6.56854,-1.48181,-0.353032,0.487901,0.498313,59.6188,-1.419,3.60204,0.384498,-0.940458,-0.57961,-0.902667,60.5276,
0.7,-4.23803,5.83352,-2.30295,-0.154652,0.504659,0.333908,59.6188,-1.58676,3.72359,-0.0769603,-0.639292,-0.719897,-1.17049,60.5276,
0.8,-4.89621,5.59781,-2.83725,-0.0788741,0.530804,0.192488,59.6188,-1.86914,4.08897,-0.598292,-0.398419,-0.689979,-1.24334,60.5276,
0.9,-5.3966,5.40221,-3.07653,-0.0488713,0.601651,0.0563784,59.6188,-2.08864,4.4829,-0.919301,-0.174205,-0.664769,-1.46192,60.5276,
1,-5.77738,5.26317,-3.25699,0.0175276,0.626857,0.00880027,59.6188,-2.31373,4.77526,-1.22678,-0.0236032,-0.607852,-1.5598,60.5276,
1.1,-5.95736,5.24019,-3.29176,0.000469282,0.650733,0.00265723,59.6188,-2.45562,4.71003,-1.33523,-0.0558431,-0.586329,-1.4905,60.5276,
1.2,-5.88535,5.31864,-3.16278,-0.0252592,0.709403,0.0234709,59.6188,-2.32084,4.58526,-1.37333,-0.109613,-0.555851,-1.52558,60.5276,
1.3,-5.69674,5.40597,-3.0583,-0.0575171,0.74879,0.0467997,59.6188,-2.09404,4.49719,-1.45015,-0.156611,-0.498708,-1.48748,60.5276,
1.4,-5.4711,5.51278,-2.86717,-0.0990167,0.805445,0.0833159,59.6188,-1.86255,4.31166,-1.47604,-0.234289,-0.443714,-1.47155,60.5276,
1.5,-5.1159,5.62794,-2.61809,-0.147793,0.869389,0.144004,59.6188,-1.57018,4.03279,-1.4821,-0.340697,-0.383864,-1.44431,60.5276,
1.6,-4.52706,5.71699,-2.33094,-0.228718,0.932458,0.227991,59.6188,-1.19523,3.5823,-1.48813,-0.488545,-0.309197,-1.38741,60.5276,
1.7,-4.00525,5.98627,-2.22011,-0.31693,0.929273,0.256345,59.6188,-0.925254,3.49997,-1.40468,-0.598444,-0.297845,-1.37331,60.5276,
1.8,-3.87253,6.09033,-2.11594,-0.296759,0.952271,0.314028,59.6188,-0.855686,3.49997,-1.38033,-0.631899,-0.29174,-1.36328,60.5276,
1.9,-4.0103,5.9674,-2.22031,-0.31615,0.934638,0.260059,59.6188,-0.919869,3.49997,-1.40527,-0.592358,-0.299242,-1.37495,60.5276,
2,-4.43134,5.71886,-2.34138,-0.239593,0.935179,0.226094,59.6188,-1.1346,3.53088,-1.4805,-0.520736,-0.313289,-1.39733,60.5276,
2.1,-4.58233,5.71028,-2.37378,-0.218368,0.938543,0.212265,59.6188,-1.1934,3.68281,-1.5118,-0.459677,-0.312011,-1.40809,60.5276,
2.2,-4.47909,5.71779,-2.33547,-0.23297,0.945031,0.226512,59.6188,-1.1662,3.53754,-1.51712,-0.520261,-0.2972,-1.39901,60.5276,
2.3,-4.38009,5.72714,-2.32134,-0.285216,0.950366,0.215526,59.6188,-1.11543,3.49998,-1.49864,-0.514803,-0.300101,-1.4051,60.5276,
2.4,-4.3947,5.72263,-2.31083,-0.274895,0.95342,0.219226,59.6188,-1.12241,3.49998,-1.49225,-0.520048,-0.30018,-1.40307,60.5276,
2.5,-4.38719,5.72287,-2.31034,-0.275857,0.950942,0.222677,59.6188,-1.11893,3.49998,-1.48809,-0.518951,-0.299333,-1.40393,60.5276,
2.6,-4.38633,5.72299,-2.30092,-0.272272,0.953881,0.228468,59.6188,-1.11768,3.49998,-1.48328,-0.519293,-0.299402,-1.40377,60.5276,
